Location,Date,Sentinel-2,X,Y,Longitude,Latitude,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,FDI,label
Accra,20181031,B,3843,430,0.10839446634054184,5.665352821350098,0.012688298,0.0147023145,0.019848986,0.0110747665,0.016361482,0.03173234,0.041886557000000005,0.046802808,0.028941251,0.0072304230000000014,0.009968937,0.6173037106107478,0.05861100170002116,4
Gulf of Gera,20210701,A,71,37,26.527233123779297,39.03957748413086,0.016346892,0.037591435,0.050281834000000004,0.03925224,0.038305834,0.056401975,0.064515285,0.06328980599999999,0.067398444,0.059260607,0.05165544,0.23441668015869305,0.001821748370140125,1
Gulf of Gera,20210621,A,50,38,26.52480697631836,39.03947830200195,0.03190913,0.05234813,0.05577782,0.03162511,0.053536948,0.06368395,0.04242883,0.030230561,0.052930024000000006,0.015851993,0.011698931999999999,-0.022545208506427786,0.05131465617332207,2
Marmara Sea,20210606,B,1244,847,29.05368423461914,40.94952774047852,0.03870018,0.06215884,0.056207098,0.038121235,0.029602204,0.027529422,0.027314553,0.036215685,0.02316144,0.00561681,0.0035748193,-0.02563396492617673,0.047625534,6
Marmara Sea,20210606,B,1074,755,29.033754348754893,40.958168029785156,0.033168845,0.047847807,0.043463662,0.024766581,0.018323127,0.015182806,0.0151482355,0.024201276,0.015896296,0.0023626578,0.0024564243,-0.01154440963181212,0.031800203,6
Caribbean Sea,20161103,A,6184,3657,-86.422119140625,15.94940948486328,0.02319524,0.027021185,0.021404447000000004,0.017862123,0.015346974,0.017016768,0.018010754,0.014449058999999997,0.017783338,0.017085569,0.01424954,-0.1056310474807144,-0.0026896384932040864,1
Caribbean Sea,20171009,A,3254,1743,-86.35128021240234,15.92335319519043,0.030484257,0.040621676,0.036322474,0.040670596,0.026302114,0.024793744,0.03358168,0.050904993,0.038816888,0.027884888,0.022035463,0.11175900817847864,0.02063310738373196,2
Gulf of Gera,20210621,A,48,37,26.52457618713379,39.03956604003906,0.03190913,0.09197952599999999,0.088527605,0.07055,0.040555983999999996,0.04130118,0.038621496,0.06247164700000001,0.036990777,0.016809583,0.011588102,-0.06072961192549351,0.06457460371267516,2
Vigo,20160920,A,14,173,-8.915323257446289,42.25168991088867,0.03620749,0.059691917,0.05271272,0.04487316,0.033499423,0.03794333,0.03347805,0.049745936,0.029896613,0.01755817,0.013787958,0.051498864457550884,0.04792929,7
Caribbean Sea,20161103,A,6168,3659,-86.42361450195312,15.94923210144043,0.022139486,0.023921466,0.021313613,0.014922423999999997,0.011246533,0.012178526,0.013096672,0.013164619,0.013851591000000002,0.013033853,0.012625514,-0.06258419585144638,-0.0005297219973659246,1
Accra,20181031,B,1283,802,0.38828974962234497,5.732145309448242,0.0034458628000000003,0.013355658,0.027788537,0.021863816,0.024557779,0.038230777,0.05606292,0.111161694,0.051909726,0.0104585625,0.01049542,0.6712838612684138,0.12228285306938864,4
Marmara Sea,20210606,B,1123,857,29.039289474487305,40.94888305664063,0.028197555,0.034649063,0.030413935,0.013508025,0.0071223015,0.007026876,0.0066574397,0.010646061,0.0048671723,0.001111668,0.0023724404,-0.11848777883791588,0.014130661,6
Durban,20190424,B,751,559,31.082778930664066,-29.85088348388672,0.04131909,0.0673316,0.062485553,0.061141625,0.039773524,0.048257723,0.06365587,0.09192743,0.05916785,0.03493996,0.02108853,0.2011236366488315,0.06733571275417813,2
Gulf of Gera,20210706,B,47,10,26.524444580078125,39.04199981689453,0.020734007,0.025428277000000003,0.024361385,0.00909919,0.006945914599999999,0.010706523999999999,0.0148595795,0.011404025,0.011313301000000001,0.008811200000000002,0.009587789000000001,0.11241334590697118,0.004065540263803675,1
Durban,20190424,B,614,678,31.068395614624023,-29.86141014099121,0.047701247,0.057174753,0.07043701,0.047672432,0.027464265,0.026742125,0.027856264,0.04981184,0.035894699999999995,0.014894526000000003,0.01339609,0.02194618635506661,0.04412320169346308,2
Okinawa,20211026,A,2935,364,127.8831024169922,26.79768371582031,0.052595068,0.079085246,0.09009915,0.099310815,0.068920836,0.07091248,0.08080457,0.09793227,0.061511874,0.044938043,0.023913061,-0.006989066308712394,0.073051825,5
Durban,20190424,B,749,567,31.082557678222656,-29.85160255432129,0.03733899,0.06294578,0.059237577,0.050168045,0.036943424,0.044650894,0.04286566,0.07271547,0.056781728,0.02838529,0.015948718,0.1834861657399693,0.0569689706689232,2
Okinawa,20211026,A,3081,613,127.89800262451172,26.775320053100586,0.03744048,0.043980923,0.03640483,0.03591774,0.039037034,0.037818857,0.035945687000000004,0.03269394,0.03146354,0.020356022,0.012970312,-0.046986169118727286,0.025822813,5
Accra,20181031,B,3844,428,0.10848560929298401,5.6655330657958975,0.013136207,0.017697094,0.026474992000000003,0.015802728000000002,0.039669268,0.036839657000000005,0.05346961,0.07195527,0.0535942,0.009099136,0.009966099,0.6398566886177144,0.08441122890861011,4
Caribbean Sea,20171009,A,3277,1757,-86.34913635253906,15.922080993652346,0.033420462000000005,0.04719774400000002,0.042508304,0.044008218,0.028861525,0.035868015,0.03703401,0.05292466,0.04131108,0.031777147,0.024343539,0.09198573470603026,0.024306502734696027,2
Gulf of Gera,20210711,A,47,42,26.52446365356445,39.03911590576172,0.019155158000000002,0.030771507000000007,0.057802535999999995,0.10810064,0.086177245,0.09124145,0.121916614,0.175596,0.11396502,0.014766002,0.016835233,0.2379138505129987,0.2198847402181013,3
Accra,20181031,B,1453,642,0.4037021398544312,5.746502876281737,0.0044275876,0.013949411,0.031887446,0.022736745,0.060396854000000014,0.08124146,0.1000529,0.11352595,0.08749661,0.009519661,0.009703554,0.6662807087442385,0.1597359627311191,4
Okinawa,20211026,A,2499,745,127.83959197998048,26.76293754577637,0.037396956,0.050391335,0.056675162,0.062255282,0.06831571,0.06330408,0.06666023,0.053369906,0.06427166599999999,0.032553263,0.019699363,-0.07684637018709115,0.044562586,5
Gulf of Gera,20210830,A,48,43,26.52458000183105,39.03902816772461,0.01919128,0.039759345,0.06343982,0.07601709,0.049498602999999995,0.07127195,0.07219174,0.122474834,0.08779946,0.020080369,0.016186826,0.234053572879872,0.1419248724543251,3
Vigo,20160920,A,127,850,-8.90172004699707,42.19070434570313,0.02155394,0.023888847,0.020033063,0.012736962,0.015379902,0.016957868,0.015898793999999997,0.013633866,0.015863955,0.006499962,0.0047238707000000005,0.03401121876036665,0.015209553999999997,7
Accra,20181031,B,3778,455,0.10252121835947037,5.663125991821289,0.01275397,0.013924631000000002,0.024496915,0.015301232,0.036872406,0.03916972,0.041032787,0.07587189999999999,0.050200902,0.008632674,0.009424164,0.6643477817565815,0.09096729241802408,4
Marmara Sea,20210606,B,1120,1005,29.038522720336914,40.93556594848633,0.07230185,0.05855667,0.059643675,0.03810301,0.049307257,0.047869198,0.04516984,0.031446636,0.04390564,0.006105074,0.004865034,-0.09570679914028607,0.057793356,6
Vigo,20160920,A,393,227,-8.869388580322266,42.24678039550781,0.020370716,0.024239488,0.024675421,0.015085079,0.01002429,0.00976901,0.011313462,0.014914815,0.0121973995,0.0042584976,0.0043271407,-0.005675486720053072,0.014911565,7
Gulf of Gera,20210711,A,47,43,26.52446365356445,39.03902816772461,0.019155158000000002,0.031942177999999995,0.060722045999999995,0.12914568,0.08722261,0.13906395,0.12643594,0.20213719,0.17038862,0.012542264,0.013603747,0.22032986492781828,0.28729563579812445,3
Marmara Sea,20210606,B,1022,978,29.02696418762207,40.93820190429688,0.04721527,0.038890272,0.035344183,0.016272979,0.012369167,0.01234261,0.012002062,0.013486219,0.009662456,0.002239723,0.0030333146000000003,-0.09364365262800432,0.019096699,6
Gulf of Gera,20210611,A,49,38,26.52469253540039,39.03947830200195,0.029670263,0.08959138400000001,0.0904667,0.07808955,0.06228574,0.05440925,0.049894452,0.063582085,0.051285017,0.018479234,0.01922009,-0.10240204399419826,0.07284819788273098,2
Caribbean Sea,20171009,A,3517,1823,-86.32673645019531,15.916046142578125,0.033982374,0.048748024,0.047762636,0.045876704,0.025378581,0.04302009,0.029534912000000007,0.05213412,0.0361209,0.025751881,0.019873852,0.06384413215422005,0.039716840597408064,2
Gulf of Gera,20210621,A,47,43,26.52446365356445,39.03902816772461,0.030548075,0.052601012999999995,0.0824898,0.123432264,0.10818467,0.08667853,0.110818006,0.18204792,0.09279238,0.020107793,0.009038978000000001,0.19188038723978249,0.2133463994131282,3
Accra,20181031,B,3860,369,0.10995690524578093,5.670854568481445,0.014799547,0.017950596,0.029259905,0.018667735,0.021465462,0.031023284,0.025595214,0.07558229,0.035109185,0.008817124,0.01008362,0.6038677973825469,0.08401992074508145,4
Durban,20190424,B,752,559,31.082881927490234,-29.85088539123535,0.041339897,0.07204411,0.061370406,0.051618963,0.04105704,0.04398066,0.04655266,0.07662989,0.055539295,0.029560596,0.017052637,0.1950187188028887,0.05827405284747196,2
Caribbean Sea,20161103,A,6171,3657,-86.42333221435547,15.94941234588623,0.022123368,0.02430431,0.01756079,0.012317571,0.010657142,0.011140127,0.0135440435,0.009458779,0.013963726,0.013475976,0.012745052,-0.13127966808027972,-0.0058209518541776405,1
Marmara Sea,20210606,B,1120,920,29.038759231567386,40.94321823120117,0.042532388,0.05242362,0.0531239,0.034481,0.041223258,0.040093996,0.041403662,0.03336194,0.038908653,0.0109636625,0.007384196,-0.01649486298795421,0.045033295,6
Caribbean Sea,20161103,A,6177,3658,-86.42277526855469,15.949320793151855,0.022094853,0.0228361,0.020517297,0.012902196,0.012297404,0.013674834,0.016781103000000002,0.010388432,0.01734124,0.015875788000000002,0.014010503,-0.10793027993920988,-0.007186944227373305,1
Marmara Sea,20210606,B,1202,906,29.04853439331055,40.94430541992188,0.06684284,0.13284534,0.14436963,0.12975167,0.10106844,0.108664125,0.10696915,0.12633505,0.095283635,0.01879333,0.010434527,-0.013341652390252838,0.17737363,6
Gulf of Gera,20210701,A,47,43,26.52446365356445,39.03902816772461,0.014733815,0.039044645,0.07243174,0.11373614,0.07410319,0.110029,0.12060507,0.19092782,0.1271919,0.05057279,0.042057185999999996,0.2533666272833846,0.18626742733326307,3
Vigo,20160920,A,22,529,-8.914397239685059,42.21962356567383,0.028773896,0.029387552,0.025892017000000003,0.016106742,0.011731912,0.013135438,0.013818044,0.01618353,0.0123282485,0.008795581,0.0055342554,0.002378053675113088,0.01073921,7
Gulf of Gera,20210825,B,48,38,26.52457618713379,39.03947830200195,0.0021735115,0.022822848,0.04231609,0.03322474,0.01797201,0.017244736,0.020104185,0.027122531000000002,0.017783625,0.0052922606,0.004771585,-0.10111822620777663,0.031117649740850437,2
Marmara Sea,20210606,B,1028,872,29.02796745300293,40.947731018066406,0.06450865,0.061456148,0.08513399,0.06783897,0.14706463,0.1347652,0.16100514,0.067744955,0.14595464,0.014221587,0.008799817,-0.0006934081602963097,0.14718884,6
Okinawa,20211026,A,2783,726,127.86813354492188,26.76488304138184,0.041166466,0.0683372,0.08068415,0.08546022,0.060147744,0.06895874,0.060752235,0.08322042,0.055071734,0.03421129,0.020924788,-0.013278346584409451,0.07584129,5
Marmara Sea,20210606,B,1217,790,29.05063819885254,40.95471572875977,0.027633907000000003,0.03223418,0.02545188,0.008691414,0.007072974,0.0069759376,0.0072664963,0.0074404813,0.006217195,0.0013595985999999998,0.002092327,-0.07754406266199852,0.010444922,6
Gulf of Gera,20210706,B,48,42,26.524578094482425,39.03911590576172,0.022129342000000003,0.048853237,0.07416724400000001,0.12776044,0.10276829999999999,0.10675503,0.15936925,0.21341182,0.15677537,0.016411545,0.009245481,0.2510502465821811,0.26719947542415906,3
Okinawa,20211026,A,2789,425,127.86846923828124,26.79206085205078,0.033485487,0.03565055,0.028021762,0.024374759,0.018293442,0.019260325,0.021826666,0.027509911,0.017231716,0.011954713,0.010062304,0.06042540118304698,0.02119663,5
Caribbean Sea,20161103,A,6183,3676,-86.4222183227539,15.947691917419435,0.02222093,0.024403483,0.020121247,0.011002888,0.010177135,0.010556256000000002,0.013428855,0.0117756305,0.013855998,0.012944809,0.012981741000000002,0.033924177290107764,-0.003013631659519541,1
Marmara Sea,20210606,B,1364,756,29.06818962097168,40.95746612548828,0.060586937,0.034639735,0.032746777000000005,0.01475638,0.025044492,0.02664256,0.025095366,0.010323475,0.024159575,0.004692866,0.0050517246,-0.1767516199754743,0.022686083,6
Accra,20181031,B,1453,640,0.4037032127380371,5.746683120727539,0.00443524,0.008659107,0.02373348,0.017711031999999998,0.041459903,0.06234105,0.076545894,0.10138935,0.06863124,0.008396029499999999,0.00946494,0.7025864786898837,0.13490998229320922,4
Accra,20181031,B,1457,638,0.40406492352485657,5.746861934661865,0.004748518,0.007797762,0.013059349,0.008146032,0.05246809,0.076957546,0.09410285,0.06497425,0.08871571,0.010617268,0.0101594655,0.7771881678465081,0.1059050761599323,4
Vigo,20160920,A,377,110,-8.871307373046875,42.257320404052734,0.0277068,0.0428452,0.04533197,0.026193507,0.017759062,0.01802644,0.017560927,0.01779671,0.012789503999999998,0.00768033,0.005339278,-0.19087873560614627,0.0181057,7
Marmara Sea,20210606,B,1019,856,29.02694320678711,40.94919204711914,0.097163275,0.17517239,0.22373168,0.20991217,0.23859045,0.2090356,0.21484041,0.19474508,0.19803238,0.017789852,0.008234166999999999,-0.03748132524500679,0.32555807,6
Marmara Sea,20210606,B,989,909,29.023235321044922,40.944480895996094,0.040202223,0.056382317,0.056476414,0.035439998,0.030246608,0.029806854,0.019416913,0.03581433,0.01887396,0.0044995467,0.003923767,0.005253463340500496,0.05097921,6
Gulf of Gera,20210626,B,48,37,26.52457618713379,39.03956604003906,0.01791756,0.053538144,0.060114812000000004,0.047796517999999996,0.029514957,0.028851612000000002,0.040884916,0.05053724,0.034314603,0.013265098000000001,0.008998362,0.02787162878489808,0.04938326235582821,2
Caribbean Sea,20161103,A,6162,3658,-86.4241714477539,15.949323654174805,0.021884488,0.026307648,0.02081132,0.013510313,0.009841704,0.012065336,0.012538258,0.013277518,0.015478818,0.014106861000000004,0.012846063,-0.008690326588964938,-0.002405819317037197,1
Caribbean Sea,20171009,A,3467,1860,-86.3314208984375,15.912715911865234,0.03013835,0.054037787,0.051861834,0.043625172,0.047421064000000006,0.055501487,0.059876442,0.06332748,0.068572775,0.035242908,0.022468666,0.18421523572879714,0.04372835300210725,2
Accra,20181031,B,3762,494,0.1010596677660942,5.6596107482910165,0.012031087,0.016146922,0.02367596,0.016400183,0.024546212,0.028888917000000007,0.04407057,0.06273319,0.03897598,0.009387638,0.009950345,0.5855052709556561,0.0684985449695367,4
Marmara Sea,20210606,B,1035,773,29.029071807861328,40.95663070678711,0.03877099,0.035942074,0.033235997,0.014552672,0.019539272,0.022952253,0.023053812000000003,0.012013171,0.01955831,0.003445258,0.0037562903,-0.09559271279288964,0.023725348,6
Durban,20190424,B,741,573,31.08171844482422,-29.85213279724121,0.037181254,0.056076784000000005,0.056855567,0.0396344,0.02878506,0.026358413,0.030954085,0.052386798,0.036038686,0.017064376000000003,0.011501274,0.13858109084821954,0.042544126654326206,2
Okinawa,20211026,A,2690,558,127.85863494873048,26.77997398376465,0.036476277,0.03287627,0.032745097,0.036255453,0.03601475,0.036884848,0.03635573,0.031396378,0.03132151,0.0191999,0.015071406,-0.07182473745610825,0.025852887,5
Accra,20181031,B,1385,687,0.3975472748279572,5.742475509643555,0.0040493025,0.011107377,0.025644228,0.020894812,0.059913248,0.088481575,0.09469022,0.10018239,0.0887314,0.011517197,0.010533515,0.6548514228136855,0.14846848481171987,4
Marmara Sea,20210606,B,1154,951,29.042709350585927,40.94035339355469,0.029727617,0.032883424,0.028948396,0.010618551,0.0070980988,0.0072400033999999985,0.008331633,0.00654934,0.006616147199999999,0.0007532242999999999,0.0018523341,-0.23702451279542724,0.010836509,6
Marmara Sea,20210606,B,1396,918,29.071533203125,40.942813873291016,0.06636804,0.041899554,0.038297918,0.018079715,0.022795735,0.022311782,0.025333405,0.0145193655,0.019903338,0.004866438,0.00413418,-0.10921625534806108,0.023208406,6
Gulf of Gera,20210810,A,49,39,26.52469253540039,39.03938674926758,0.02080435,0.040901266,0.05552182,0.04017296,0.016003156,0.025660383999999998,0.020158733999999998,0.049617722999999996,0.026423771000000002,0.0044721173999999995,0.0040209666,0.10518644790796383,0.0615072962449689,2
Accra,20181031,B,3710,531,0.0963529422879219,5.6562933921813965,0.012643289,0.01780379,0.035630804,0.029635172,0.047280338,0.06370485,0.07339326,0.13840632,0.07472879,0.010995294,0.010275399,0.647287444936516,0.16836770025174527,4
Durban,20190424,B,750,566,31.08266258239746,-29.85151481628418,0.037358325,0.06060669,0.05795706,0.04918237,0.030322168,0.028844072,0.046021007,0.07178327400000001,0.04207272,0.024523847,0.016320085,0.1868373800415596,0.0506163524125238,2
Gulf of Gera,20210611,A,72,14,26.52733421325684,39.04165267944336,0.020954125,0.020150799999999996,0.01941589,0.0032629368,0.00713274,0.009551493000000001,0.012572843,0.007655304399999998,0.013749239,0.016156279,0.02076828,0.4022962599507327,-0.013601225005015273,1
Vigo,20160920,A,57,175,-8.910111427307129,42.251502990722656,0.018875046,0.03253992,0.027685683,0.019442238,0.011389161,0.0105432095,0.011297653,0.017922029,0.010269709,0.00545682,0.004230017,-0.0406861721655078,0.016392946000000002,7
Vigo,20160920,A,54,414,-8.910505294799805,42.22998046875,0.034542475,0.032940112,0.030877538,0.022725591,0.017623091,0.017455043,0.020807661,0.021641394,0.016812623,0.011892451000000002,0.009546066,-0.024437022258780985,0.014044406,7
Accra,20181031,B,3706,531,0.09599225223064424,5.656295299530027,0.012643623,0.016983923999999997,0.028873429,0.018604815,0.06377105,0.08175426,0.08377751,0.07803547400000001,0.090502255,0.010760196,0.009340117,0.6149677284181135,0.12243948300782735,4
Vigo,20160920,A,67,463,-8.908936500549316,42.22556686401367,0.029527739,0.036585923,0.026562236,0.01786422,0.01347715,0.015293857,0.015903296,0.019475242,0.013301152,0.010502869,0.006872985,0.043145292238008136,0.012671999,7
Gulf of Gera,20210731,A,12,23,26.52040672302246,39.04081344604492,0.010306659000000001,0.015817627,0.01889088,0.004427415,0.004603354699999999,0.010355613,0.013692946999999999,0.011384321999999999,0.013792037,0.010513421,0.010643925,0.4399837285429172,0.0007490408343694011,1
Caribbean Sea,20161103,A,6166,3658,-86.42379760742188,15.949322700500488,0.022148496,0.02274436,0.021188969,0.014451668,0.0124223195,0.012294598,0.013319864,0.012468853,0.014176818999999997,0.014115535,0.01273745,-0.07365440661419594,-0.003052819105995152,1
Gulf of Gera,20210621,A,6,40,26.519723892211914,39.03927612304688,0.023018942999999997,0.024078077000000003,0.018659886,0.0052770893,0.0049127294,0.0052512004,0.006249334699999999,0.005474935,0.005471661700000001,0.0055291643,0.0052702324,0.018400786166378004,-0.0002688744820777576,1
Marmara Sea,20210606,B,1222,782,29.051254272460927,40.95542526245117,0.049756683,0.065370485,0.061165582,0.040780768,0.051588655,0.044294324,0.044511814,0.038233828,0.047839075,0.009577142,0.0064780265,-0.03223379133647659,0.055632826,6
Accra,20181031,B,3770,451,0.1018017679452896,5.663491249084473,0.012474901000000002,0.018540155,0.031878103,0.019025825,0.06288193,0.080826886,0.09548699,0.08318421,0.08176211,0.009469023,0.009743385,0.6277112125047213,0.1291620731432198,4
Accra,20181031,B,1550,477,0.4125363528728485,5.761350154876709,0.009201491,0.018310623,0.03215675,0.025529025,0.022180878,0.040596373,0.046654463,0.10069554,0.054396603,0.013269131000000002,0.0129981255,0.5954983089068281,0.10866037554664693,4
Accra,20181031,B,1456,638,0.4039747714996338,5.746862411499023,0.0047500893,0.010662607,0.029947517000000007,0.022097861,0.05246898,0.07695821,0.09410335,0.14398108,0.0887162,0.010617736,0.010159679,0.7338872602758227,0.18491159045694944,4
Durban,20190424,B,756,547,31.08331680297852,-29.849809646606445,0.05283162,0.06588423,0.058498554,0.054070394,0.043621525,0.038602885,0.050237566,0.07556459,0.05668388,0.031317953,0.024154024,0.16580552052214545,0.049907215640998516,2
Gulf of Gera,20210731,A,47,43,26.52446365356445,39.03902816772461,0.011332258999999999,0.030030688,0.049299467,0.07574686,0.066570364,0.095279306,0.094689585,0.13384621,0.10686618,0.030581517000000006,0.023152066000000002,0.2772007204245827,0.15322466514002733,3
Gulf of Gera,20210825,B,48,39,26.52457618713379,39.03938674926758,0.0033975814000000003,0.01826527,0.031814962999999995,0.020880045,0.012392376,0.019208573,0.016488092,0.018774765,0.018627584,0.0074501005,0.0063002203,-0.0530901547630666,0.02046129862153585,2
Vigo,20160920,A,138,248,-8.900301933288574,42.24492263793945,0.023710232,0.026190907000000003,0.024084657,0.01730382,0.017363872,0.016859233,0.016976673,0.01651975,0.015814303999999998,0.008622326999999999,0.006666236999999999,-0.02318117218259342,0.014258005,7
Accra,20181031,B,3709,531,0.09626276791095734,5.656293869018555,0.012643366,0.02025069,0.042100128,0.032654714,0.09390517,0.12345575,0.1411235,0.16528513,0.13471065,0.011542663,0.01062053,0.6700541604953473,0.24070180030886396,4
Gulf of Gera,20210825,B,47,44,26.52446365356445,39.03893661499024,0.0033975814000000003,0.020152621000000003,0.039169904,0.05060625,0.06354399,0.088195816,0.085382216,0.08343476,0.09514055,0.015056611000000001,0.008534191,0.2449139259693731,0.1252091834753543,3
Marmara Sea,20210606,B,1493,856,29.08322334289551,40.94818878173828,0.028959963,0.03434054,0.029474858,0.01590612,0.024532467,0.024382625,0.02348153,0.016344658999999997,0.021705069,0.004619783,0.00484015,0.01359778007222704,0.02708111,6
Caribbean Sea,20161103,A,6173,3676,-86.42314910888672,15.947693824768065,0.022836657000000003,0.025227552,0.021952393,0.014917492,0.013120814,0.014249031,0.015101187,0.013392499,0.017111449,0.015636278,0.013196116,-0.05386766106707695,-0.0033150184123906853,1
Gulf of Gera,20210611,A,48,38,26.52457618713379,39.03947830200195,0.029670263,0.05996796,0.059812963,0.04947708,0.036612745,0.03324604,0.042185124000000004,0.040986646,0.03452607,0.021910528,0.023146829,-0.09385456884674416,0.027829459844694968,2
Gulf of Gera,20210726,B,49,38,26.52469253540039,39.03947830200195,0.012976888,0.047283385,0.06654853,0.06751975,0.04617317,0.047670387,0.053339085999999994,0.06906216,0.046961765999999995,0.020762874,0.018313032,0.011292930374161512,0.06920711236957901,2
Okinawa,20211026,A,2587,907,127.84859466552734,26.74838638305664,0.03973742,0.039755505,0.04292649,0.04864301,0.04649402,0.05081349,0.04986755,0.033798426,0.05034245,0.027423132000000003,0.017963605,-0.18006217164873256,0.02443745,5
Durban,20190424,B,748,566,31.08245658874512,-29.851511001586914,0.0373167,0.056696422,0.052741654000000006,0.034145623,0.036220104,0.04463295,0.042716626,0.04732597,0.06053207,0.027902935,0.017165797,0.16177843730145305,0.03242268490374444,2
Gulf of Gera,20210626,B,49,38,26.52469253540039,39.03947830200195,0.01791756,0.06580899,0.07154055,0.060538232000000004,0.029634545,0.050388385,0.046113065999999994,0.06300961,0.053493503,0.014727298,0.009604219,0.02000340888188067,0.07599188943833296,2
Caribbean Sea,20171009,A,3468,1862,-86.3313217163086,15.912534713745115,0.02985471,0.06557231,0.07052551,0.07922734,0.05054116,0.04978671,0.06752395,0.11104858,0.070631415,0.030918876,0.02142666,0.16723734669105791,0.09469954441576227,2
Marmara Sea,20210606,B,1081,956,29.03402900695801,40.94005966186523,0.033843216,0.03724008,0.033988636,0.016926128000000002,0.033854764,0.041453358,0.038228847,0.011551731,0.028577501,0.003946017,0.0035185190000000008,-0.18872194710985826,0.036749877,6
Vigo,20160920,A,376,113,-8.871428489685059,42.25705337524414,0.027702708,0.033051137,0.033191226000000004,0.011736585,0.016274955,0.015003178,0.014420504,0.013741798,0.014582281,0.0076797865,0.00589471,0.07870252205565795,0.011717172,7
Okinawa,20211026,A,2980,386,127.8876495361328,26.795732498168945,0.037427176,0.038578447,0.03627987,0.028704291,0.030946976,0.035669163,0.035181165,0.03144318,0.030713413,0.020391485,0.015935736000000002,0.04553622878009287,0.022849197,5
Marmara Sea,20210606,B,1157,993,29.042949676513672,40.93656921386719,0.047572825,0.08247479,0.09052176,0.0712572,0.08338461,0.08709857,0.09017624,0.059403997,0.07262381,0.006444755,0.004699676,-0.09071708565474114,0.11562932,6
Accra,20181031,B,1303,798,0.3900950253009796,5.7324957847595215,0.0027979452,0.009283413,0.023576444,0.015763213999999998,0.037419803,0.042772286,0.047785193,0.086589314,0.046374023,0.009768139,0.009900701,0.6919819313109687,0.10246624204696424,4
Vigo,20160920,A,13,543,-8.915489196777344,42.21836471557617,0.04182098,0.052433148,0.05084832,0.05063928,0.049479354,0.047614988,0.04749234,0.040631056,0.04738455,0.022708647,0.016321778000000002,-0.10965472944024224,0.037155215,7
Accra,20181031,B,3815,438,0.10586579144001007,5.66464376449585,0.012956756000000002,0.01738222,0.02827056,0.017434807,0.026995704,0.022614732,0.030765038,0.055187035,0.030525062,0.009582882,0.011315332,0.5198467425268557,0.05573023403448276,4
Marmara Sea,20210606,B,1108,911,29.0373592376709,40.944053649902344,0.038400117,0.045823358,0.046408042,0.028789463,0.021142395,0.023253571,0.022785742,0.02779749,0.019958716,0.006966245,0.005701399,-0.017530065631913363,0.033486914,6
Caribbean Sea,20161103,A,6175,3676,-86.42296600341797,15.947693824768065,0.02282701,0.026140768,0.022076806,0.014915391,0.01276724,0.013441701,0.016328831999999998,0.013856998,0.017657084,0.015640642,0.014456354,-0.03678502330828349,-0.003481677778210934,1
Accra,20181031,B,3711,531,0.09644310921430588,5.656292915344237,0.0126431985,0.015218305,0.020528974,0.016920691,0.047284216,0.06370935,0.07339817,0.06678796599999999,0.07473392,0.010998962,0.010277632,0.59572422718477,0.0967463247370425,4
Vigo,20160920,A,42,503,-8.911970138549805,42.22196578979492,0.027971951,0.028001653,0.020624222,0.014279434,0.017455586999999998,0.014827911,0.01599598,0.016868466999999998,0.01571869,0.010285631,0.008983564,0.08312062504629122,0.010090408,7
Accra,20181031,B,3707,531,0.0960824266076088,5.656294822692871,0.012643535,0.020656385,0.043282107,0.03506488,0.063775405,0.08175926,0.083782695,0.1633047,0.09050775,0.010763863,0.009342354,0.6464691814138035,0.20770607778294886,4
Vigo,20160920,A,50,417,-8.910990715026855,42.22970962524414,0.02931466,0.04312809,0.036647588,0.030299231,0.022414995,0.0226064,0.020265413,0.02671012,0.020931235,0.0107240975,0.0074332887,-0.06295653146446098,0.025161598,7
Okinawa,20211026,A,2567,872,127.84654998779295,26.75152969360352,0.033624806,0.03277589,0.031607613,0.028150283,0.035134364,0.03466634,0.031368412000000005,0.029061468,0.029911682,0.016744193,0.011481485,0.015926535791571883,0.026156852,5
Vigo,20160920,A,109,847,-8.903899192810059,42.19097518920898,0.025305774,0.020045284,0.017769076,0.009746045,0.026600286,0.026171997,0.02850042,0.012508988,0.030157732000000007,0.012031242,0.008954969,0.12414913067080155,0.011397311,7
Caribbean Sea,20161103,A,6173,3657,-86.42314147949219,15.949411392211914,0.022113612,0.025612324,0.020139186,0.012196954,0.009950705,0.0124078635,0.014995156,0.0124729425,0.015488688,0.013805894,0.012404968,0.01118725812246521,-0.0024125179876725326,1
Marmara Sea,20210606,B,1181,986,29.045818328857425,40.93714904785156,0.04348067,0.038590133,0.034142233,0.015382293,0.011478728999999998,0.012634121000000002,0.011701624,0.01178795,0.008806989,0.0022666696,0.0024133753,-0.13228968912791836,0.017577056,6
Vigo,20160920,A,31,500,-8.91330337524414,42.22223663330078,0.029081918,0.04102146,0.035961986,0.027957635,0.027162127,0.031411417000000004,0.032033365,0.024650099,0.031355314,0.015703872,0.010318661,-0.06287166826079227,0.021075675,7
Okinawa,20211026,A,3065,613,127.89640045166016,26.77530860900879,0.036763594,0.03460985,0.030575039,0.029407648,0.034533404,0.032485183,0.033860512,0.03349977,0.029533183,0.019815065,0.013087274,0.06504991191976757,0.023468636,5
